area,data,coltura,bbch_min,bbch_max,fasi
Piacenza,2026-02-27,PERO,51,52,rigonfiamento gemme
Piacenza,2026-02-27,PESCO,3,57,rottura gemme a legno - bottone rosa
Piacenza,2026-02-27,POMODORO,0,13,pre-trapianto
Piacenza,2026-02-27,SUSINO_EUROPEO,51,51,inizio rigonfiamento gemme
Piacenza,2026-02-27,VITE,0,1,da gemma ferma a inizio rigonfiamento gemme
Piacenza,2026-03-06,ALBICOCCO,57,69,da bottone rosso a fioritura
Piacenza,2026-03-06,CILIEGIO,53,57,da bottone rosa a inizio apertura gemme
Piacenza,2026-03-06,MAIS,0,0,pre-semina
Piacenza,2026-03-06,MELO,51,53,da rigonfiamento gemme a punte verdi
Piacenza,2026-03-06,PERO,51,55,da gemma gonfia a comparsa mazzetti fiorali
Piacenza,2026-03-06,PESCO,57,61,da bottone rosa a inizio fioritura
Piacenza,2026-03-06,POMODORO,0,13,pre-trapianto
Piacenza,2026-03-06,POMODORO_INDUSTRIA,0,13,pre-trapianto
Piacenza,2026-03-06,SUSINO_EUROPEO,51,53,da rigonfiamento a inizio rottura gemme
Piacenza,2026-03-06,VITE,0,5,da gemma ferma a inizio gemma cotonosa – inizio pianto
Piacenza,2026-03-13,ALBICOCCO,60,69,fioritura
Piacenza,2026-03-13,CILIEGIO,53,57,da bottone rosa ad apertura gemme
Piacenza,2026-03-13,MAIS,0,0,pre-semina
Piacenza,2026-03-13,MELO,51,53,da rigonfiamento gemme a punte verdi
Piacenza,2026-03-13,PERO,53,55,da apertura gemme a comparsa mazzetti fiorali
Piacenza,2026-03-13,PESCO,57,69,da bottone rosa a fioritura
Piacenza,2026-03-13,POMODORO_INDUSTRIA,0,13,pre-trapianto
Piacenza,2026-03-13,SUSINO_EUROPEO,53,56,da rottura gemme a bottone verde
Piacenza,2026-03-13,VITE,0,5,da gemma ferma a gemma cotonosa – pianto
Piacenza,2026-03-20,ALBICOCCO,67,69,da fine fioritura a caduta petali
Piacenza,2026-03-20,CILIEGIO,56,61,da bottone verde a inizio fioritura
Piacenza,2026-03-20,MAIS,0,0,pre-semina
Piacenza,2026-03-20,MELO,53,56,da punte verdi a mazzetti affioranti || da comparsa mazzetti fiorali a mazzetti divaricati
Piacenza,2026-03-20,OLIVO,1,3,inizio ripresa vegetativa
Piacenza,2026-03-20,PERO,55,56,da comparsa mazzetti fiorali a mazzetti divaricati
Piacenza,2026-03-20,PESCO,60,69,fioritura
Piacenza,2026-03-20,POMODORO_INDUSTRIA,0,13,pre-trapianto
Piacenza,2026-03-20,SUSINO_EUROPEO,56,61,da bottone verde a inizio fioritura
Piacenza,2026-03-20,VITE,0,7,da gemma cotonosa a inizio apertura gemme – pianto
Piacenza,2026-03-27,ALBICOCCO,71,71,allegagione
Piacenza,2026-03-27,CILIEGIO,57,69,da bottone bianco a fioritura
Piacenza,2026-03-27,GIRASOLE,0,0,pre-semina
Piacenza,2026-03-27,MAIS,0,0,da pre-semina a semina
Piacenza,2026-03-27,MELO,55,57,da mazzetti affioranti a bottone rosa
Piacenza,2026-03-27,OLIVO,1,9,ripresa vegetativa
Piacenza,2026-03-27,PERO,56,69,da mazzetti divaricati a fioritura
Piacenza,2026-03-27,PESCO,60,69,da fioritura a caduta petali
Piacenza,2026-03-27,POMODORO_INDUSTRIA,0,13,pre-trapianto
Piacenza,2026-03-27,SUSINO_EUROPEO,57,69,da bottone bianco a fioritura
Piacenza,2026-03-27,VITE,5,8,da gemma cotonosa ad apertura gemme
Piacenza,2026-04-03,ALBICOCCO,71,73,da scamiciatura a inizio accrescimento frutto
Piacenza,2026-04-03,CILIEGIO,60,69,fioritura
Piacenza,2026-04-03,GIRASOLE,0,0,pre-semina
Piacenza,2026-04-03,MAIS,0,0,da pre-semina a semina
Piacenza,2026-04-03,MELO,57,69,da bottone rosa a fioritura
Piacenza,2026-04-03,OLIVO,1,9,ripresa vegetativa
Piacenza,2026-04-03,PERO,60,71,da fioritura a inizio allegagione
Piacenza,2026-04-03,PESCO,67,71,da caduta petali ad allegagione
Piacenza,2026-04-03,POMODORO_INDUSTRIA,0,15,pre-trapianto - trapianto || pre-trapianto
Piacenza,2026-04-03,SUSINO_EUROPEO,60,69,da fioritura a caduta petali
Piacenza,2026-04-03,VITE,5,12,da gemma cotonosa a prime foglie distese
Piacenza,2026-04-10,ALBICOCCO,71,79,accrescimento frutto
Piacenza,2026-04-10,CILIEGIO,60,71,da fioritura ad allegagione
Piacenza,2026-04-10,GIRASOLE,0,0,pre-semina - semina
Piacenza,2026-04-10,MAIS,0,8,da pre-semina a pre-emergenza
Piacenza,2026-04-10,MELO,60,69,fioritura
Piacenza,2026-04-10,OLIVO,1,9,ripresa vegetativa
Piacenza,2026-04-10,PERO,60,71,da fioritura ad allegagione
Piacenza,2026-04-10,PESCO,71,73,da scamiciatura a inizio ingrossamento frutti
Piacenza,2026-04-10,POMODORO_INDUSTRIA,0,15,pre-trapianto - trapianto
Piacenza,2026-04-10,SUSINO,67,73,da caduta petali a scamiciatura
Piacenza,2026-04-10,VITE,11,53,da prime foglie distese a grappoli visibili
Piacenza,2026-04-17,ALBICOCCO,71,79,accrescimento frutto
Piacenza,2026-04-17,CILIEGIO,71,72,da allegagione a inizio accrescimento frutto
Piacenza,2026-04-17,GIRASOLE,0,9,semina - emergenza
Piacenza,2026-04-17,MAIS,0,9,da pre-semina a emergenza
Piacenza,2026-04-17,MELO,60,71,da fioritura ad allegagione
Piacenza,2026-04-17,OLIVO,1,9,ripresa vegetativa
Piacenza,2026-04-17,PERO,71,79,da allegagione ad accrescimento frutto
Piacenza,2026-04-17,PESCO,71,73,da scamiciatura a inizio ingrossamento frutti
Piacenza,2026-04-17,POMODORO_INDUSTRIA,0,15,pre-trapianto - trapianto
Piacenza,2026-04-17,SOIA,0,0,Pre-semina
Piacenza,2026-04-17,SUSINO,71,73,da scamiciatura a inizio ingrossamento frutto
Piacenza,2026-04-17,VITE,53,55,da grappoli visibili a grappoli separati
Piacenza,2026-04-24,ALBICOCCO,71,79,da accrescimento frutto a indurimento nocciolo
Piacenza,2026-04-24,CILIEGIO,71,79,accrescimento frutti
Piacenza,2026-04-24,GIRASOLE,0,9,semina - emergenza
Piacenza,2026-04-24,MAIS,0,13,da semina a 2/3 foglie
Piacenza,2026-04-24,MELO,71,72,da allegagione a inizio ingrossamento frutti
Piacenza,2026-04-24,OLIVO,50,52,inizio mignolatura
Piacenza,2026-04-24,PERO,71,79,accrescimento frutto
Piacenza,2026-04-24,PESCO,71,79,ingrossamento frutto
Piacenza,2026-04-24,POMODORO_INDUSTRIA,0,15,pre-trapianto - trapianto
Piacenza,2026-04-24,SOIA,0,0,da pre-semina a semina
Piacenza,2026-04-24,SUSINO,71,79,ingrossamento frutto
Piacenza,2026-04-24,VITE,53,55,da grappoli visibili a grappoli separati
Piacenza,2026-04-30,ALBICOCCO,71,79,da accrescimento frutto a indurimento nocciolo
Piacenza,2026-04-30,CILIEGIO,71,81,da accrescimento frutti a inizio invaiatura
Piacenza,2026-04-30,GIRASOLE,0,10,da pre-emergenza a cotiledoni
Piacenza,2026-04-30,MAIS,0,15,da pre-emergenza a 5 foglie
Piacenza,2026-04-30,MELO,71,79,ingrossamento frutti
Piacenza,2026-04-30,OLIVO,50,57,mignolatura
Piacenza,2026-04-30,PERO,71,79,accrescimento frutto
Piacenza,2026-04-30,PESCO,71,79,ingrossamento frutto
Piacenza,2026-04-30,POMODORO_INDUSTRIA,0,61,pre-trapianto – inizio fioritura 1° palco || pre-trapianto – sviluppo fogliare
Piacenza,2026-04-30,SOIA,0,8,da pre-semina a pre-emergenza
Piacenza,2026-04-30,SUSINO,71,79,ingrossamento frutto
Piacenza,2026-04-30,VITE,55,57,da grappoli separati a bottoni fiorali separati
Piacenza,2026-05-08,ALBICOCCO,75,77,indurimento nocciolo
Piacenza,2026-05-08,CILIEGIO,71,85,da accrescimento frutti a invaiatura
Piacenza,2026-05-08,GIRASOLE,9,14,da emergenza a 2/4 foglie
Piacenza,2026-05-08,MAIS,9,17,da emergenza a 7 foglie
Piacenza,2026-05-08,MELO,71,79,ingrossamento frutti
Piacenza,2026-05-08,OLIVO,50,57,mignolatura
Piacenza,2026-05-08,PERO,71,79,accrescimento frutto
Piacenza,2026-05-08,PESCO,71,79,ingrossamento frutto
Piacenza,2026-05-08,POMODORO_INDUSTRIA,0,71,pre-trapianto – allegagione 1° palco/fioritura 2° palco || pre-trapianto – inizio fioritura 1° palco
Piacenza,2026-05-08,SOIA,0,9,da pre-semina a emergenza
Piacenza,2026-05-08,SUSINO,71,79,ingrossamento frutti
Piacenza,2026-05-08,VITE,55,57,da grappoli separati a bottoni fiorali separati
Piacenza,2026-05-15,ALBICOCCO,75,77,indurimento nocciolo
Piacenza,2026-05-15,CILIEGIO,71,89,da accrescimento frutti a maturazione
Piacenza,2026-05-15,GIRASOLE,9,16,da emergenza a 4/6 foglie
Piacenza,2026-05-15,MAIS,13,19,da 3 a 10 foglie
Piacenza,2026-05-15,MELO,71,79,ingrossamento frutti
Piacenza,2026-05-15,OLIVO,50,61,da mignolatura a inizi fioritura
Piacenza,2026-05-15,PERO,71,79,accrescimento frutto
Piacenza,2026-05-15,PESCO,71,79,ingrossamento frutto
Piacenza,2026-05-15,POMODORO_INDUSTRIA,0,72,pre-trapianto – allegagione 2° palco/fioritura 3° palco || pre-trapianto – inizio fioritura 2° palco
Piacenza,2026-05-15,SOIA,0,12,da pre-emergenza a prima foglia trifogliata
Piacenza,2026-05-15,SUSINO,71,79,ingrossamento frutti
Piacenza,2026-05-15,VITE,57,61,da bottoni fiorali separati a inizio fioritura
Piacenza,2026-05-22,ALBICOCCO,71,81,da accrescimento frutti a inizio maturazione
Piacenza,2026-05-22,CILIEGIO,81,89,da invaiatura a maturazione
Piacenza,2026-05-22,GIRASOLE,12,18,2/8 foglie
Piacenza,2026-05-22,MAIS,14,19,da 4 a 10 foglie
Piacenza,2026-05-22,MELO,71,79,ingrossamento frutti
Piacenza,2026-05-22,OLIVO,60,69,fioritura
Piacenza,2026-05-22,PERO,71,79,accrescimento frutto
Piacenza,2026-05-22,PESCO,71,79,ingrossamento frutto
Piacenza,2026-05-22,POMODORO_INDUSTRIA,0,73,pre-trapianto – allegagione 3° palco || pre-trapianto – allegagione 2° palco
Piacenza,2026-05-22,SOIA,9,13,da emergenza a seconda foglia trifogliata
Piacenza,2026-05-22,SUSINO,71,79,ingrossamento frutti
Piacenza,2026-05-22,VITE,60,69,fioritura
Piacenza,2026-05-29,ALBICOCCO,71,89,da accrescimento frutti a maturazione
Piacenza,2026-05-29,CILIEGIO,81,89,da invaiatura a maturazione
Piacenza,2026-05-29,GIRASOLE,14,39,da 4 foglie ad inizio allungamento stelo || 4/10 foglie
Piacenza,2026-05-29,MAIS,16,39,da 6 foglie a levata
Piacenza,2026-05-29,MELO,71,79,ingrossamento frutti
Piacenza,2026-05-29,OLIVO,68,69,fine fioritura - allegagione
Piacenza,2026-05-29,PERO,71,79,accrescimento frutto
Piacenza,2026-05-29,PESCO,71,79,da ingrossamento frutto a indurimento nocciolo
Piacenza,2026-05-29,POMODORO_INDUSTRIA,0,73,pre-trapianto – allegagione 3° palco || pre-trapianto – allegagione 2° palco
Piacenza,2026-05-29,SOIA,11,13,1-3 foglie
Piacenza,2026-05-29,SUSINO,67,79,ingrossamento frutti || fine fioritura - allegagione
Piacenza,2026-05-29,VITE,60,71,fioritura - allegagione
Piacenza,2026-06-05,ALBICOCCO,71,89,da accrescimento frutti a maturazione
Piacenza,2026-06-05,CILIEGIO,81,89,maturazione
Piacenza,2026-06-05,MAIS,18,39,da 8 foglie a levata
Piacenza,2026-06-05,MELO,71,79,ingrossamento frutti
Piacenza,2026-06-05,OLIVO,69,71,allegagione – inizio accrescimento frutti
Piacenza,2026-06-05,PERO,71,79,accrescimento frutto
Piacenza,2026-06-05,PESCO,71,79,da ingrossamento frutto a indurimento nocciolo
Piacenza,2026-06-05,POMODORO_INDUSTRIA,0,74,pre-trapianto – allegagione 4° palco || fioritura primo palco – allegagione 3° palco
Piacenza,2026-06-05,SOIA,12,14,2-4 foglie
Piacenza,2026-06-05,SUSINO,67,79,ingrossamento frutti || fine fioritura - allegagione
Piacenza,2026-06-05,VITE,71,75,allegagione – sviluppo acini
Piacenza,2026-06-12,ALBICOCCO,71,89,da accrescimento frutti a maturazione
Piacenza,2026-06-12,CILIEGIO,81,89,maturazione
Piacenza,2026-06-12,MAIS,30,39,levata
Piacenza,2026-06-12,MELO,71,79,ingrossamento frutti
Piacenza,2026-06-12,OLIVO,71,79,accrescimento drupe
Piacenza,2026-06-12,PERO,71,79,accrescimento frutto
Piacenza,2026-06-12,PESCO,71,79,da ingrossamento frutto a indurimento nocciolo
Piacenza,2026-06-12,POMODORO_INDUSTRIA,61,83,fioritura 1° palco – inizio invaiatura 1° palco || allegagione 1° palco - allegagione 4° palco
Piacenza,2026-06-12,SOIA,14,61,da 4 foglie a inizio fioritura
Piacenza,2026-06-12,SUSINO,71,79,ingrossamento frutti
Piacenza,2026-06-12,VITE,73,77,da mignolatura a pre-chiusura grappolo
Piacenza,2026-06-19,ALBICOCCO,71,89,da accrescimento frutti a maturazione
Piacenza,2026-06-19,CILIEGIO,81,89,maturazione
Piacenza,2026-06-19,MAIS,30,59,levata – emissione pennacchio
Piacenza,2026-06-19,MELO,71,79,ingrossamento frutti
Piacenza,2026-06-19,OLIVO,71,79,accrescimento drupe
Piacenza,2026-06-19,PERO,71,79,accrescimento frutto
Piacenza,2026-06-19,PESCO,71,81,da ingrossamento frutti a inizio maturazione
Piacenza,2026-06-19,POMODORO_INDUSTRIA,71,83,da inizio allegagione 1° palco ad inizio invaiatura 2° palco || da allegagione 2° palco a invaiatura 1° palco
Piacenza,2026-06-19,SOIA,14,61,da 4 foglie a inizio fioritura
Piacenza,2026-06-19,SUSINO,71,79,ingrossamento frutti
Piacenza,2026-06-19,VITE,77,79,da pre-chiusura a chiusura grappolo
Piacenza,2026-06-26,ALBICOCCO,71,89,da accrescimento frutti a maturazione
Piacenza,2026-06-26,CILIEGIO,91,93,post-raccolta
Piacenza,2026-06-26,MAIS,51,65,emissione pennacchio – comparsa sete
Piacenza,2026-06-26,MELO,71,79,ingrossamento frutti
Piacenza,2026-06-26,OLIVO,71,79,accrescimento drupe
Piacenza,2026-06-26,PERO,71,79,accrescimento frutto
Piacenza,2026-06-26,PESCO,71,89,da ingrossamento frutti a maturazione
Piacenza,2026-06-26,POMODORO_INDUSTRIA,72,83,da allegagione 2° palco ad invaiatura 2° palco || da allegagione 2° palco a inizio invaiatura 2° palco
Piacenza,2026-06-26,SOIA,10,69,da sviluppo vegetativo a fioritura
Piacenza,2026-06-26,SUSINO,71,79,ingrossamento frutti
Piacenza,2026-06-26,VITE,77,79,chiusura grappolo
Piacenza,2026-07-03,ALBICOCCO,71,89,da accrescimento frutti a maturazione
Piacenza,2026-07-03,CILIEGIO,91,93,post-raccolta
Piacenza,2026-07-03,MAIS,51,69,emissione pennacchio – senescenza sete
Piacenza,2026-07-03,MELO,71,79,ingrossamento frutti
Piacenza,2026-07-03,OLIVO,71,79,accrescimento drupe
Piacenza,2026-07-03,PERO,71,79,accrescimento frutto
Piacenza,2026-07-03,PESCO,71,89,da ingrossamento frutti a maturazione
Piacenza,2026-07-03,POMODORO_INDUSTRIA,10,83,da sviluppo vegetativo ad invaiatura 3° palco || da sviluppo vegetativo ad invaiatura 2° palco
Piacenza,2026-07-03,SOIA,10,69,da sviluppo vegetativo a fioritura
Piacenza,2026-07-03,SUSINO,71,81,ingrossamento frutti – inizio maturazione
Piacenza,2026-07-03,VITE,77,79,chiusura grappolo
Piacenza,2026-07-10,ALBICOCCO,71,89,da accrescimento frutti a maturazione
Piacenza,2026-07-10,CILIEGIO,91,93,post-raccolta
Piacenza,2026-07-10,MAIS,67,75,da senescenza sete a maturazione lattea
Piacenza,2026-07-10,MELO,71,79,ingrossamento frutti
Piacenza,2026-07-10,OLIVO,71,79,accrescimento drupe
Piacenza,2026-07-10,PERO,71,79,accrescimento frutto
Piacenza,2026-07-10,PESCO,71,89,da ingrossamento frutti a maturazione
Piacenza,2026-07-10,POMODORO_INDUSTRIA,10,89,da sviluppo vegetativo ad invaiatura ultimo palco/maturazione
Piacenza,2026-07-10,SOIA,60,75,da fioritura a formazione baccelli
Piacenza,2026-07-10,SUSINO,71,89,ingrossamento frutti – maturazione
Piacenza,2026-07-10,VITE,77,81,chiusura grappolo – inizio invaiatura varietà precoci
Piacenza,2026-07-17,ALBICOCCO,81,93,da maturazione a post-raccolta
Piacenza,2026-07-17,CILIEGIO,91,93,post-raccolta
Piacenza,2026-07-17,MAIS,73,85,maturazione lattea - cerosa
Piacenza,2026-07-17,MELO,71,79,ingrossamento frutti
Piacenza,2026-07-17,OLIVO,71,79,da accrescimento drupe a inizio indurimento nocciolo
Piacenza,2026-07-17,PERO,71,79,accrescimento frutto
Piacenza,2026-07-17,PESCO,71,89,da ingrossamento frutti a maturazione
Piacenza,2026-07-17,POMODORO_INDUSTRIA,10,89,da sviluppo vegetativo a maturazione
Piacenza,2026-07-17,SOIA,69,75,formazione baccelli
Piacenza,2026-07-17,SUSINO,71,89,ingrossamento frutti – maturazione
Piacenza,2026-07-17,VITE,77,81,chiusura grappolo – inizio invaiatura
Piacenza,2026-07-24,ALBICOCCO,81,93,da maturazione a post-raccolta
Piacenza,2026-07-24,CILIEGIO,91,93,post-raccolta
Piacenza,2026-07-24,MAIS,73,85,maturazione lattea - cerosa
Piacenza,2026-07-24,MELO,71,79,ingrossamento frutti
Piacenza,2026-07-24,OLIVO,71,79,da accrescimento drupe a inizio indurimento nocciolo
Piacenza,2026-07-24,PERO,71,81,accrescimento frutti – inizio maturazione
Piacenza,2026-07-24,PESCO,71,89,da ingrossamento frutti a maturazione
Piacenza,2026-07-24,POMODORO_INDUSTRIA,10,89,da sviluppo vegetativo a maturazione
Piacenza,2026-07-24,SOIA,69,75,formazione baccelli
Piacenza,2026-07-24,SUSINO,71,89,ingrossamento frutti – maturazione
Piacenza,2026-07-24,VITE,77,83,da chiusura grappolo a invaiatura
Piacenza,2026-07-31,ALBICOCCO,81,93,da maturazione a post-raccolta
Piacenza,2026-07-31,MELO,71,81,ingrossamento frutti ad inizio maturazione
Piacenza,2026-07-31,OLIVO,75,75,indurimento nocciolo
Piacenza,2026-07-31,PERO,71,89,accrescimento frutti – maturazione
Piacenza,2026-07-31,PESCO,71,89,da ingrossamento frutti a maturazione
Piacenza,2026-07-31,POMODORO_INDUSTRIA,71,89,da allegagione a maturazione
Piacenza,2026-07-31,SOIA,69,79,da formazione baccelli a ingrossamento semi
Piacenza,2026-07-31,SUSINO,71,89,ingrossamento frutti – maturazione
Piacenza,2026-07-31,VITE,81,85,da invaiatura a inizio maturazione
Piacenza,2026-08-07,MELO,71,89,ingrossamento frutti a maturazione
Piacenza,2026-08-07,OLIVO,75,75,indurimento nocciolo
Piacenza,2026-08-07,PERO,71,89,accrescimento frutti – maturazione
Piacenza,2026-08-07,PESCO,71,89,da ingrossamento frutti a maturazione
Piacenza,2026-08-07,POMODORO_INDUSTRIA,71,89,da allegagione a maturazione
Piacenza,2026-08-07,SOIA,69,79,da formazione baccelli a ingrossamento semi
Piacenza,2026-08-07,SUSINO,71,89,ingrossamento frutti – maturazione
Piacenza,2026-08-07,VITE,81,89,da invaiatura a maturazione
Piacenza,2026-08-21,FAGIOLINO,10,89,da sviluppo vegetativo a raccolta
Piacenza,2026-08-21,MELO,71,89,da ingrossamento frutti a maturazione
Piacenza,2026-08-21,OLIVO,75,75,indurimento nocciolo
Piacenza,2026-08-21,PERO,71,89,accrescimento frutti – maturazione
Piacenza,2026-08-21,PESCO,81,89,maturazione
Piacenza,2026-08-21,POMODORO_INDUSTRIA,71,89,da allegagione a maturazione
Piacenza,2026-08-21,SOIA,75,79,ingrossamento semi
Piacenza,2026-08-21,SUSINO,71,89,ingrossamento frutti – maturazione
Piacenza,2026-08-21,VITE,85,89,maturazione - raccolta
Reggio Emilia,2026-02-05,MELO,0,0,gemma ferma
Reggio Emilia,2026-02-05,PERO,0,0,gemma ferma
Reggio Emilia,2026-02-18,MAIS,0,0,pre-semina
Reggio Emilia,2026-02-18,MELO,0,51,gemma ferma-inizio rigonfiamento gemma
Reggio Emilia,2026-02-18,PERO,0,51,gemma ferma- inizio rigonfiamento gemma
Reggio Emilia,2026-02-18,VITE,0,0,gemma ferma
Reggio Emilia,2026-02-26,MAIS,0,0,pre-semina
Reggio Emilia,2026-02-26,MELO,0,52,gemma ferma- rigonfiamento gemma
Reggio Emilia,2026-02-26,PERO,51,53,rigonfiamento gemma-rottura gemma
Reggio Emilia,2026-02-26,VITE,0,3,gemma ferma-rigonfiamento gemma (inizio pianto)
Reggio Emilia,2026-03-05,MAIS,0,0,pre-semina
Reggio Emilia,2026-03-05,MELO,51,53,rigonfiamento gemma-punte verdi
Reggio Emilia,2026-03-05,PERO,53,55,rottura gemma-inizio comparsa mazzetti affioranti
Reggio Emilia,2026-03-05,VITE,0,3,rigonfiamento gemma (pianto)
Reggio Emilia,2026-03-12,MAIS,0,0,pre-semina
Reggio Emilia,2026-03-12,MELO,53,54,punte verdi-orecchiette di topo
Reggio Emilia,2026-03-12,OLIVO,0,9,da riposo vegetativo a ripresa vegetativa
Reggio Emilia,2026-03-12,PERO,53,56,rottura gemma- mazzetti divaricati
Reggio Emilia,2026-03-12,VITE,0,3,gemma ferma-rigonfiamento gemma
Reggio Emilia,2026-03-19,MAIS,0,0,pre-semina-semina
Reggio Emilia,2026-03-19,MELO,51,55,punte verdi-comparsa bottoni fiorali
Reggio Emilia,2026-03-19,OLIVO,1,9,ripresa vegetativa
Reggio Emilia,2026-03-19,PERO,56,61,mazzetti divaricati-inizio fioritura
Reggio Emilia,2026-03-19,VITE,1,8,rigonfiamento gemma-rottura gemma
Reggio Emilia,2026-03-26,GIRASOLE,0,0,pre semina || pre-semina
Reggio Emilia,2026-03-26,MAIS,0,0,pre-semina-semina
Reggio Emilia,2026-03-26,MELO,55,57,mazzetti affioranti-bottone rosa
Reggio Emilia,2026-03-26,OLIVO,1,9,ripresa vegetativa
Reggio Emilia,2026-03-26,PERO,56,69,mazzetti divaricati-fioritura
Reggio Emilia,2026-03-26,POMODORO,0,13,pre-trapianto
Reggio Emilia,2026-03-26,VITE,5,8,gemma cotonosa-germogliamento
Reggio Emilia,2026-04-02,GIRASOLE,0,0,pre semina-semina || pre-semina
Reggio Emilia,2026-04-02,MAIS,0,8,presemina - pre-emergenza
Reggio Emilia,2026-04-02,MELO,57,69,bottone rosa- fioritura
Reggio Emilia,2026-04-02,OLIVO,1,9,ripresa vegetativa
Reggio Emilia,2026-04-02,PERO,60,69,fioritura-inizio caduta petali
Reggio Emilia,2026-04-02,POMODORO_INDUSTRIA,0,13,pre trapianto || pre-trapianto
Reggio Emilia,2026-04-02,SOIA,0,0,Pre-semina
Reggio Emilia,2026-04-02,VITE,5,8,gemma cotonosa - germogliamento
Reggio Emilia,2026-04-09,GIRASOLE,0,0,pre semina-semina || pre-semina-semina
Reggio Emilia,2026-04-09,MAIS,0,8,presemina - pre-emergenza || semina - pre-emergenza
Reggio Emilia,2026-04-09,MELO,60,69,fioritura- caduta petali
Reggio Emilia,2026-04-09,OLIVO,1,9,ripresa vegetativa
Reggio Emilia,2026-04-09,PERO,67,71,caduta petali-allegagione
Reggio Emilia,2026-04-09,POMODORO_INDUSTRIA,0,15,pre trapianto-trapianto || pre-trapianto-trapianto
Reggio Emilia,2026-04-09,SOIA,0,0,Pre-semina
Reggio Emilia,2026-04-09,VITE,7,12,germogliamento – prime foglie distese
Reggio Emilia,2026-04-16,GIRASOLE,0,8,semina-pre emergenza
Reggio Emilia,2026-04-16,MAIS,0,9,pre-emergenza -emergenza
Reggio Emilia,2026-04-16,MELO,67,71,fine fioritura-allegagione
Reggio Emilia,2026-04-16,OLIVO,31,37,accrescimento germogli apicali e laterali || accrescimento germogli
Reggio Emilia,2026-04-16,PERO,71,79,allegagione-ingrossamento frutti
Reggio Emilia,2026-04-16,POMODORO_INDUSTRIA,0,15,pre trapianto-trapianto || pre-trapianto-trapianto
Reggio Emilia,2026-04-16,SOIA,0,0,Pre-semina
Reggio Emilia,2026-04-16,VITE,11,53,prime foglie distese-grappoli visibili
Reggio Emilia,2026-04-23,GIRASOLE,0,9,pre-emergenza-emergenza || emergenza
Reggio Emilia,2026-04-23,MAIS,9,14,emergenza-2-4 foglie || emergenza-2 foglie
Reggio Emilia,2026-04-23,MELO,71,79,allegagione-accrescimento frutti
Reggio Emilia,2026-04-23,OLIVO,50,52,inizio mignolatura
Reggio Emilia,2026-04-23,PERO,71,79,ingrossamento frutti
Reggio Emilia,2026-04-23,POMODORO_INDUSTRIA,0,15,pre trapianto-trapianto || pre-trapianto-trapianto
Reggio Emilia,2026-04-23,SOIA,0,0,pre-semina-semina
Reggio Emilia,2026-04-23,VITE,11,53,foglie distese-grappoli visibili
Reggio Emilia,2026-04-30,GIRASOLE,9,12,emergenza-cotiledoni || emergenza-2 foglie
Reggio Emilia,2026-04-30,MAIS,12,14,2-4 foglie
Reggio Emilia,2026-04-30,MELO,71,79,accrescimento frutti
Reggio Emilia,2026-04-30,OLIVO,50,57,mignolatura || inizio mignolatura
Reggio Emilia,2026-04-30,PERO,71,79,ingrossamento frutti
Reggio Emilia,2026-04-30,POMODORO_INDUSTRIA,0,15,pre trapianto-trapianto || pre-trapianto-trapianto
Reggio Emilia,2026-04-30,SOIA,0,8,pre-semina-pre-emergenza || pre-semina-semina
Reggio Emilia,2026-04-30,VITE,55,55,grappoli in distensione
Reggio Emilia,2026-05-07,GIRASOLE,9,12,emergenza-prime foglie || emergenza-2 foglie
Reggio Emilia,2026-05-07,MAIS,12,16,2-4 foglie || 2-6 foglie
Reggio Emilia,2026-05-07,MELO,71,79,accrescimento frutti
Reggio Emilia,2026-05-07,OLIVO,50,57,mignolatura
Reggio Emilia,2026-05-07,PERO,71,79,ingrossamento frutti
Reggio Emilia,2026-05-07,POMODORO_INDUSTRIA,0,15,pre trapianto-trapianto || pre-trapianto-trapianto
Reggio Emilia,2026-05-07,SOIA,0,9,semina-emergenza
Reggio Emilia,2026-05-07,VITE,55,57,grappoli separati – inizio bottoni fiorali separati
Reggio Emilia,2026-05-14,GIRASOLE,9,14,2-4 foglie || emergenza-2 foglie
Reggio Emilia,2026-05-14,MAIS,14,18,4-8 foglie
Reggio Emilia,2026-05-14,MELO,71,79,accrescimento frutti
Reggio Emilia,2026-05-14,OLIVO,50,57,mignolatura
Reggio Emilia,2026-05-14,PERO,71,79,ingrossamento frutti
Reggio Emilia,2026-05-14,POMODORO_INDUSTRIA,0,71,pre trapianto-allegagione primo palco - fioritura secondo palco || pre-trapianto-allegagione primo palco fioritura secondo palco
Reggio Emilia,2026-05-14,SOIA,9,13,emergenza-2/3foglie || emergenza-prime foglie
Reggio Emilia,2026-05-14,VITE,57,61,bottoni fiorali separati-inizio fioritura
Reggio Emilia,2026-05-21,GIRASOLE,14,16,4-6 foglie
Reggio Emilia,2026-05-21,MAIS,16,18,6-8 foglie
Reggio Emilia,2026-05-21,MELO,71,79,accrescimento frutti
Reggio Emilia,2026-05-21,OLIVO,50,57,mignolatura
Reggio Emilia,2026-05-21,PERO,71,79,ingrossamento frutti
Reggio Emilia,2026-05-21,POMODORO_INDUSTRIA,0,72,pre trapianto-allegagione secondo palco - fioritura terzo paco
Reggio Emilia,2026-05-21,SOIA,11,13,prime foglie vere a 2° foglia trilobata
Reggio Emilia,2026-05-21,VITE,57,69,bottoni fiorali separati- fioritura
Reggio Emilia,2026-05-28,GIRASOLE,14,16,4-6 foglie
