area,data,coltura,bbch_min,bbch_max,fasi
"Forli-Cesena, Ravenna, Rimini",2026-06-17,ALBICOCCO,71,89,da accrescimento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-06-17,CILIEGIO,81,89,maturazione
"Forli-Cesena, Ravenna, Rimini",2026-06-17,KAKI,71,79,accrescimento frutti
"Forli-Cesena, Ravenna, Rimini",2026-06-17,MAIS,51,59,da spigatura ad emissione pennacchio
"Forli-Cesena, Ravenna, Rimini",2026-06-17,MELO,71,79,ingrossamento frutti
"Forli-Cesena, Ravenna, Rimini",2026-06-17,NOCE,71,79,accrescimento frutto
"Forli-Cesena, Ravenna, Rimini",2026-06-17,OLIVO,69,79,da allegagione ad accrescimento frutti
"Forli-Cesena, Ravenna, Rimini",2026-06-17,PERO,71,79,accrescimento frutti
"Forli-Cesena, Ravenna, Rimini",2026-06-17,PESCO,71,89,da ingrossamento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-06-17,POMODORO_INDUSTRIA,71,83,da allegagione 1°- 4° palco a inizio invaiatura 1° palco
"Forli-Cesena, Ravenna, Rimini",2026-06-17,SOIA,14,16,3-5 foglie trilobate
"Forli-Cesena, Ravenna, Rimini",2026-06-17,SUSINO,71,89,da ingrossamento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-06-17,VITE,77,79,da pre-chiusura a chiusura grappolo
"Forli-Cesena, Ravenna, Rimini",2026-06-24,ACTINIDIA,71,79,ingrossamento frutti
"Forli-Cesena, Ravenna, Rimini",2026-06-24,ALBICOCCO,71,89,da accrescimento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-06-24,CILIEGIO,91,93,post-raccolta
"Forli-Cesena, Ravenna, Rimini",2026-06-24,KAKI,71,79,accrescimento frutti
"Forli-Cesena, Ravenna, Rimini",2026-06-24,MAIS,51,59,emissione pennacchio
"Forli-Cesena, Ravenna, Rimini",2026-06-24,MELO,71,79,ingrossamento frutti
"Forli-Cesena, Ravenna, Rimini",2026-06-24,NOCE,71,79,accrescimento frutto
"Forli-Cesena, Ravenna, Rimini",2026-06-24,OLIVO,71,79,accrescimento frutti
"Forli-Cesena, Ravenna, Rimini",2026-06-24,PERO,71,79,accrescimento frutti
"Forli-Cesena, Ravenna, Rimini",2026-06-24,PESCO,71,89,da ingrossamento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-06-24,POMODORO_INDUSTRIA,71,83,accrescimento - invaiatura 2° palco
"Forli-Cesena, Ravenna, Rimini",2026-06-24,SOIA,10,61,sviluppo vegetativo-inizio fioritura
"Forli-Cesena, Ravenna, Rimini",2026-06-24,SUSINO,71,89,da ingrossamento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-06-24,VITE,77,79,chiusura grappolo
"Forli-Cesena, Ravenna, Rimini",2026-07-01,ACTINIDIA,71,79,ingrossamento frutti
"Forli-Cesena, Ravenna, Rimini",2026-07-01,ALBICOCCO,71,89,da accrescimento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-07-01,CILIEGIO,91,93,post-raccolta
"Forli-Cesena, Ravenna, Rimini",2026-07-01,KAKI,71,79,accrescimento frutti
"Forli-Cesena, Ravenna, Rimini",2026-07-01,MAIS,51,59,emissione pennacchio
"Forli-Cesena, Ravenna, Rimini",2026-07-01,MELO,71,79,ingrossamento frutti
"Forli-Cesena, Ravenna, Rimini",2026-07-01,NOCE,71,79,accrescimento frutto
"Forli-Cesena, Ravenna, Rimini",2026-07-01,OLIVO,71,79,accrescimento frutti
"Forli-Cesena, Ravenna, Rimini",2026-07-01,PERO,71,79,accrescimento frutti
"Forli-Cesena, Ravenna, Rimini",2026-07-01,PESCO,71,89,da ingrossamento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-07-01,POMODORO_INDUSTRIA,71,83,accrescimento - invaiatura ultimo palco delle cv precocissime
"Forli-Cesena, Ravenna, Rimini",2026-07-01,SOIA,10,61,da sviluppo vegetativo-inizio fioritura
"Forli-Cesena, Ravenna, Rimini",2026-07-01,SUSINO,71,89,da ingrossamento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-07-01,VITE,77,79,chiusura grappolo
"Forli-Cesena, Ravenna, Rimini",2026-07-08,ACTINIDIA,71,79,ingrossamento frutti
"Forli-Cesena, Ravenna, Rimini",2026-07-08,ALBICOCCO,71,89,da accrescimento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-07-08,CILIEGIO,91,93,post-raccolta
"Forli-Cesena, Ravenna, Rimini",2026-07-08,KAKI,71,79,accrescimento frutti
"Forli-Cesena, Ravenna, Rimini",2026-07-08,MAIS,73,85,maturazione lattea-cerosa || maturazione lattea
"Forli-Cesena, Ravenna, Rimini",2026-07-08,MELO,71,79,ingrossamento frutti
"Forli-Cesena, Ravenna, Rimini",2026-07-08,NOCE,71,79,accrescimento frutto
"Forli-Cesena, Ravenna, Rimini",2026-07-08,OLIVO,71,79,accrescimento frutti
"Forli-Cesena, Ravenna, Rimini",2026-07-08,PERO,71,89,da accrescimento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-07-08,PESCO,71,89,da ingrossamento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-07-08,POMODORO_INDUSTRIA,71,83,accrescimento - invaiatura ultimo palco delle cv precocissime
"Forli-Cesena, Ravenna, Rimini",2026-07-08,SOIA,60,75,da fioritura a formazione baccelli
"Forli-Cesena, Ravenna, Rimini",2026-07-08,SUSINO,71,89,da ingrossamento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-07-08,VITE,77,81,da chiusura grappolo ad inizio invaiatura
"Forli-Cesena, Ravenna, Rimini",2026-07-15,ACTINIDIA,71,79,ingrossamento frutti
"Forli-Cesena, Ravenna, Rimini",2026-07-15,ALBICOCCO,81,93,da maturazione a post-raccolta
"Forli-Cesena, Ravenna, Rimini",2026-07-15,CILIEGIO,91,93,post-raccolta
"Forli-Cesena, Ravenna, Rimini",2026-07-15,KAKI,71,79,accrescimento frutti
"Forli-Cesena, Ravenna, Rimini",2026-07-15,MAIS,73,85,maturazione lattea-cerosa
"Forli-Cesena, Ravenna, Rimini",2026-07-15,MELO,71,79,ingrossamento frutti
"Forli-Cesena, Ravenna, Rimini",2026-07-15,NOCE,71,79,accrescimento frutto
"Forli-Cesena, Ravenna, Rimini",2026-07-15,OLIVO,71,79,accrescimento frutti
"Forli-Cesena, Ravenna, Rimini",2026-07-15,PERO,71,89,da accrescimento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-07-15,PESCO,71,89,da ingrossamento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-07-15,POMODORO_INDUSTRIA,81,89,invaiatura – maturazione cv precocissime
"Forli-Cesena, Ravenna, Rimini",2026-07-15,SOIA,69,75,formazione baccelli
"Forli-Cesena, Ravenna, Rimini",2026-07-15,SUSINO,71,89,da ingrossamento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-07-15,VITE,77,83,da chiusura grappolo ad invaiatura || da chiusura grappolo ad inizio invaiatura
"Forli-Cesena, Ravenna, Rimini",2026-07-22,ACTINIDIA,71,79,ingrossamento frutti
"Forli-Cesena, Ravenna, Rimini",2026-07-22,ALBICOCCO,81,93,da maturazione a post-raccolta
"Forli-Cesena, Ravenna, Rimini",2026-07-22,KAKI,71,79,accrescimento frutti
"Forli-Cesena, Ravenna, Rimini",2026-07-22,MAIS,73,85,maturazione lattea-cerosa
"Forli-Cesena, Ravenna, Rimini",2026-07-22,MELO,71,79,ingrossamento frutti
"Forli-Cesena, Ravenna, Rimini",2026-07-22,NOCE,75,79,indurimento guscio
"Forli-Cesena, Ravenna, Rimini",2026-07-22,OLIVO,71,79,accrescimento frutti
"Forli-Cesena, Ravenna, Rimini",2026-07-22,PERO,71,89,da accrescimento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-07-22,PESCO,71,89,da ingrossamento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-07-22,POMODORO_INDUSTRIA,81,89,invaiatura – maturazione cv precoci
"Forli-Cesena, Ravenna, Rimini",2026-07-22,SOIA,69,75,formazione baccelli
"Forli-Cesena, Ravenna, Rimini",2026-07-22,SUSINO,71,89,da ingrossamento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-07-22,VITE,81,83,invaiatura
"Forli-Cesena, Ravenna, Rimini",2026-07-29,ACTINIDIA,71,79,ingrossamento frutti
"Forli-Cesena, Ravenna, Rimini",2026-07-29,KAKI,71,79,accrescimento frutti
"Forli-Cesena, Ravenna, Rimini",2026-07-29,MELO,71,89,da ingrossamento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-07-29,NOCE,75,79,indurimento guscio
"Forli-Cesena, Ravenna, Rimini",2026-07-29,OLIVO,71,79,accrescimento frutti
"Forli-Cesena, Ravenna, Rimini",2026-07-29,PERO,71,89,da accrescimento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-07-29,PESCO,71,89,da ingrossamento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-07-29,POMODORO_INDUSTRIA,81,89,invaiatura – maturazione cv precoci
"Forli-Cesena, Ravenna, Rimini",2026-07-29,SOIA,69,79,da formazione baccelli a ingrossamento semi
"Forli-Cesena, Ravenna, Rimini",2026-07-29,SUSINO,71,89,da ingrossamento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-07-29,VITE,81,83,invaiatura
"Forli-Cesena, Ravenna, Rimini",2026-08-05,ACTINIDIA,71,79,ingrossamento frutti
"Forli-Cesena, Ravenna, Rimini",2026-08-05,KAKI,71,79,accrescimento frutti
"Forli-Cesena, Ravenna, Rimini",2026-08-05,MELO,71,89,da ingrossamento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-08-05,NOCE,75,79,indurimento guscio
"Forli-Cesena, Ravenna, Rimini",2026-08-05,OLIVO,71,79,accrescimento frutti
"Forli-Cesena, Ravenna, Rimini",2026-08-05,PERO,71,89,da accrescimento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-08-05,PESCO,71,89,da ingrossamento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-08-05,POMODORO_INDUSTRIA,71,89,da allegagione a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-08-05,SOIA,69,79,da formazione baccelli a ingrossamento semi
"Forli-Cesena, Ravenna, Rimini",2026-08-05,SUSINO,71,89,da ingrossamento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-08-05,VITE,81,89,da invaiatura a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-08-19,ACTINIDIA,71,79,ingrossamento frutti
"Forli-Cesena, Ravenna, Rimini",2026-08-19,ALBICOCCO,91,93,post-raccolta
"Forli-Cesena, Ravenna, Rimini",2026-08-19,KAKI,71,79,accrescimento frutti
"Forli-Cesena, Ravenna, Rimini",2026-08-19,MELO,71,89,da ingrossamento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-08-19,NOCE,81,87,maturazione gheriglio
"Forli-Cesena, Ravenna, Rimini",2026-08-19,OLIVO,71,79,accrescimento frutti
"Forli-Cesena, Ravenna, Rimini",2026-08-19,PERO,71,89,da accrescimento frutti a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-08-19,PESCO,81,93,da maturazione a post-raccolta
"Forli-Cesena, Ravenna, Rimini",2026-08-19,POMODORO_INDUSTRIA,71,89,da allegagione a maturazione
"Forli-Cesena, Ravenna, Rimini",2026-08-19,SOIA,69,79,da formazione baccelli a ingrossamento semi
"Forli-Cesena, Ravenna, Rimini",2026-08-19,SUSINO,81,93,da maturazione a post-raccolta
"Forli-Cesena, Ravenna, Rimini",2026-08-19,VITE,85,89,maturazione
Modena,2026-02-03,ALBICOCCO,0,57,da gemma ferma a inizio bottone rosso || da gemma ferma a bottone rosso
Modena,2026-02-03,MELO,0,0,gemma ferma
Modena,2026-02-03,PERO,0,0,gemma ferma
Modena,2026-02-03,PESCO,0,3,da gemma ferma a inizio rottura gemma a legno || gemma ferma-inizio rottura gemma a legno
Modena,2026-02-03,SUSINO_CINO_GIAPPONESE,0,51,da gemma ferma a rigonfiamento gemme
Modena,2026-02-17,ALBICOCCO,51,57,rigonfiamento gemma- bottone rosso || da gemma gonfia-bottone rosso
Modena,2026-02-17,CILIEGIO,51,51,inizio rigonfiamento gemma
Modena,2026-02-17,MAIS,0,0,pre-semina
Modena,2026-02-17,MELO,0,51,gemma ferma-inizio rigonfiamento gemma
Modena,2026-02-17,PERO,0,51,gemma ferma- inizio rigonfiamento gemma
Modena,2026-02-17,PESCO,3,9,rottura gemma a legno
Modena,2026-02-17,SUSINO_CINO_GIAPPONESE,51,56,rigonfiamento gemme-bottone verde
Modena,2026-02-17,SUSINO_EUROPEO,51,51,inizio rigonfiamento gemma
Modena,2026-02-17,VITE,0,0,gemma ferma
Modena,2026-02-24,ALBICOCCO,57,61,bottone rosso-inizio fioritura
Modena,2026-02-24,CILIEGIO,51,51,rigonfiamento gemma
Modena,2026-02-24,MAIS,0,0,pre-semina
Modena,2026-02-24,MELO,0,52,gemma ferma- rigonfiamento gemma
Modena,2026-02-24,PERO,51,53,rigonfiamento gemma-rottura gemma
Modena,2026-02-24,PESCO,3,57,rottura gemma a legno-bottone rosa
Modena,2026-02-24,SUSINO_CINO_GIAPPONESE,56,59,bottone verde-bottone bianco
Modena,2026-02-24,SUSINO_EUROPEO,51,51,rigonfiamento gemma
Modena,2026-02-24,VITE,0,3,gemma ferma-rigonfiamento gemma
Modena,2026-03-03,ALBICOCCO,57,69,bottone rosso- fioritura || bottone rosso-inizio fioritura
Modena,2026-03-03,CILIEGIO,51,53,rigonfiamento gemma-rottura gemma
Modena,2026-03-03,MAIS,0,0,pre-semina
Modena,2026-03-03,MELO,51,53,rigonfiamento gemma-punte verdi
Modena,2026-03-03,PERO,53,55,rottura gemma-inizio comparsa mazzetti affioranti
Modena,2026-03-03,PESCO,57,61,bottone rosa-inizio fioritura || bottone rosa-inizia fioritura
Modena,2026-03-03,SUSINO_CINO_GIAPPONESE,56,61,bottone verde-inizio fioritura
Modena,2026-03-03,SUSINO_EUROPEO,51,51,rigonfiamento gemma
Modena,2026-03-03,VITE,0,3,rigonfiamento gemma (pianto)
Modena,2026-03-10,ALBICOCCO,60,69,fioritura-caduta petali
Modena,2026-03-10,CILIEGIO,53,53,rottura gemma
Modena,2026-03-10,KAKI,1,3,ingrossamento gemma
Modena,2026-03-10,MAIS,0,0,pre-semina
Modena,2026-03-10,MELO,53,54,punte verdi-orecchiette di topo
Modena,2026-03-10,OLIVO,0,9,da riposo vegetativo a ripresa vegetativa
Modena,2026-03-10,PERO,53,56,rottura gemma- mazzetti divaricati
Modena,2026-03-10,PESCO,60,69,inizio fioritura-fioritura
Modena,2026-03-10,SUSINO_CINO_GIAPPONESE,60,69,inizio fioritura-fioritura
Modena,2026-03-10,SUSINO_EUROPEO,53,56,rottura gemma - bottone verde || rottura gemma -bottone
Modena,2026-03-10,VITE,1,5,rigonfiamento gemma-gemma cotonosa
Modena,2026-03-17,ALBICOCCO,67,69,fine fioritura- completa caduta petali || fine fioritura-caduta petali
Modena,2026-03-17,CILIEGIO,56,59,bottone verde-bottone bianco
Modena,2026-03-17,KAKI,7,9,punta verde-inizio germogliamento
Modena,2026-03-17,MAIS,0,0,pre-semina-semina
Modena,2026-03-17,MELO,51,55,punte verdi-comparsa bottoni fiorali
Modena,2026-03-17,OLIVO,1,9,ripresa vegetativa
Modena,2026-03-17,PERO,56,61,mazzetti divaricati-inizio fioritura
Modena,2026-03-17,PESCO,60,69,fioritura-inizio caduta petali
Modena,2026-03-17,SUSINO_CINO_GIAPPONESE,60,69,fioritura-caduta petali
Modena,2026-03-17,SUSINO_EUROPEO,56,59,bottone verde-bottone bianco
Modena,2026-03-17,VITE,1,5,rigonfiamento gemma-gemma cotonosa
Modena,2026-03-24,ALBICOCCO,67,73,caduta petali-scamiciatura
Modena,2026-03-24,CILIEGIO,57,69,bottone bianco- fioritura
Modena,2026-03-24,GIRASOLE,0,0,pre semina || pre-semina
Modena,2026-03-24,KAKI,7,9,germogliamento
Modena,2026-03-24,MAIS,0,0,pre-semina-semina
Modena,2026-03-24,MELO,55,57,mazzetti affioranti-bottone rosa
Modena,2026-03-24,OLIVO,1,9,ripresa vegetativa
Modena,2026-03-24,PERO,56,69,mazzetti divaricati-fioritura
Modena,2026-03-24,PESCO,60,69,fioritura-caduta petali || fioritura-inizio caduta petali
Modena,2026-03-24,POMODORO,0,13,pre-trapianto
Modena,2026-03-24,SUSINO_CINO_GIAPPONESE,67,71,caduta petali-allegagione
Modena,2026-03-24,SUSINO_EUROPEO,57,69,bottone bianco-fioritura
Modena,2026-03-24,VITE,5,8,gemma cotonosa-germogliamento
Modena,2026-03-31,ALBICOCCO,71,79,scamiciatura-ingrossamento frutti
Modena,2026-03-31,CILIEGIO,60,69,fioritura-inizio caduta petali
Modena,2026-03-31,GIRASOLE,0,0,pre semina || pre-semina
Modena,2026-03-31,KAKI,7,9,germogliamento
Modena,2026-03-31,MAIS,0,8,presemina - pre-emergenza
Modena,2026-03-31,MELO,57,69,bottone rosa- fioritura
Modena,2026-03-31,OLIVO,1,9,ripresa vegetativa
Modena,2026-03-31,PERO,60,69,fioritura-inizio caduta petali
Modena,2026-03-31,PESCO,67,71,caduta petali-allegagione
Modena,2026-03-31,POMODORO_INDUSTRIA,0,13,pre trapianto || pre-trapianto
Modena,2026-03-31,SOIA,0,0,Pre-semina
Modena,2026-03-31,SUSINO_CINO_GIAPPONESE,67,71,caduta petali-allegagione
Modena,2026-03-31,SUSINO_EUROPEO,60,69,fioritura
Modena,2026-03-31,VITE,7,12,germogliamento- prime foglie distese
Modena,2026-04-07,ALBICOCCO,71,79,ingrossamento frutti
Modena,2026-04-07,CILIEGIO,67,71,caduta petali-allegagione
Modena,2026-04-07,GIRASOLE,0,0,pre semina-semina || pre-semina-semina
Modena,2026-04-07,KAKI,7,55,germogliamento – comparsa abbozzi fiorali
Modena,2026-04-07,MAIS,0,8,presemina - pre-emergenza || semina - pre-emergenza
Modena,2026-04-07,MELO,60,69,fioritura- caduta petali
Modena,2026-04-07,OLIVO,1,9,ripresa vegetativa
Modena,2026-04-07,PERO,67,71,caduta petali-allegagione
Modena,2026-04-07,PESCO,71,73,allegagione-scamiciatura
Modena,2026-04-07,POMODORO_INDUSTRIA,0,15,pre trapianto || pre-trapianto-trapianto
Modena,2026-04-07,SOIA,0,0,Pre-semina
Modena,2026-04-07,SUSINO,67,72,caduta petali -inizio scamiciatura
Modena,2026-04-07,VITE,7,55,germogliamento - prima comparsa grappolini || germogliamento - prima comparsa grappolini grappolini
Modena,2026-04-14,ALBICOCCO,71,79,accrescimento frutti
Modena,2026-04-14,CILIEGIO,67,79,caduta petali-ingrossamento frutti
Modena,2026-04-14,GIRASOLE,0,8,semina-pre emergenza
Modena,2026-04-14,KAKI,51,55,presenza abbozzi fiorali
Modena,2026-04-14,MAIS,0,9,pre-emergenza -emergenza
Modena,2026-04-14,MELO,67,71,fine fioritura-allegagione
Modena,2026-04-14,OLIVO,31,37,accrescimento germogli apicali e laterali || accrescimento germogli
Modena,2026-04-14,PERO,71,79,allegagione-ingrossamento frutti
Modena,2026-04-14,PESCO,71,73,fine allegagione-scamiciatura || allegagione-scamiciatura
Modena,2026-04-14,POMODORO_INDUSTRIA,0,15,pre trapianto || pre-trapianto-trapianto
Modena,2026-04-14,SOIA,0,0,Pre-semina
Modena,2026-04-14,SUSINO,67,79,caduta petali -ingrossamento frutti
Modena,2026-04-14,VITE,11,55,prime foglie distese-grappoli separati
Modena,2026-04-21,ALBICOCCO,71,79,accrescimento frutti
Modena,2026-04-21,CILIEGIO,71,79,ingrossamento frutti
Modena,2026-04-21,GIRASOLE,0,9,pre-emergenza-emergenza || emergenza
Modena,2026-04-21,KAKI,51,55,presenza abbozzi fiorali
Modena,2026-04-21,MAIS,9,14,emergenza-2-4 foglie || emergenza-2 foglie
Modena,2026-04-21,MELO,71,79,allegagione-accrescimento frutti
Modena,2026-04-21,OLIVO,50,52,inizio mignolatura
Modena,2026-04-21,PERO,71,79,ingrossamento frutti
Modena,2026-04-21,PESCO,71,79,ingrossamento frutti
Modena,2026-04-21,POMODORO_INDUSTRIA,0,15,pre trapianto-trapianto || pre-trapianto-trapianto
Modena,2026-04-21,SOIA,0,0,pre-semina-semina
Modena,2026-04-21,SUSINO,71,79,ingrossamento frutti
Modena,2026-04-21,VITE,11,55,foglie distese-grappoli separati
Modena,2026-04-28,ALBICOCCO,71,79,accrescimento frutti-indurimento nocciolo
Modena,2026-04-28,CILIEGIO,71,81,ingrossamento frutti-inizio invaiatura cv.precoci
Modena,2026-04-28,GIRASOLE,9,12,emergenza-cotiledoni || emergenza-2 foglie
Modena,2026-04-28,KAKI,51,55,presenza abbozzi fiorali
Modena,2026-04-28,MAIS,12,14,2-4 foglie
Modena,2026-04-28,MELO,71,79,accrescimento frutti
Modena,2026-04-28,OLIVO,50,57,mignolatura || inizio mignolatura
Modena,2026-04-28,PERO,71,79,ingrossamento frutti
Modena,2026-04-28,PESCO,71,79,ingrossamento frutti
Modena,2026-04-28,POMODORO_INDUSTRIA,0,15,pre trapianto-trapianto || pre-trapianto-trapianto
Modena,2026-04-28,SOIA,0,8,pre-semina-pre-emergenza || pre-semina-semina
Modena,2026-04-28,SUSINO,71,79,ingrossamento frutti
Modena,2026-04-28,VITE,11,57,grappoli separati – inizio bottoni fiorali separati || foglie distese-grappoli separati
Modena,2026-05-05,ALBICOCCO,71,79,accrescimento frutti (indurimento nocciolo)
Modena,2026-05-05,CILIEGIO,71,81,ingrossamento frutti-inizio maturazione cv.precocissime
Modena,2026-05-05,GIRASOLE,9,12,emergenza-prime foglie || emergenza-2 foglie
Modena,2026-05-05,KAKI,55,59,bottone fiorale
Modena,2026-05-05,MAIS,12,14,2-4 foglie
Modena,2026-05-05,MELO,71,79,accrescimento frutti
Modena,2026-05-05,OLIVO,50,57,mignolatura
Modena,2026-05-05,PERO,71,79,ingrossamento frutti
Modena,2026-05-05,PESCO,71,79,ingrossamento frutti
Modena,2026-05-05,POMODORO_INDUSTRIA,0,15,pre trapianto-trapianto || pre-trapianto-trapianto
Modena,2026-05-05,SOIA,0,9,semina-emergenza
Modena,2026-05-05,SUSINO,71,79,ingrossamento frutti
Modena,2026-05-05,VITE,55,57,grappoli separati – inizio bottoni fiorali separati
Modena,2026-05-12,ALBICOCCO,75,81,indurimento nocciolo- inizio maturazione cv.precoci
Modena,2026-05-12,CILIEGIO,71,89,ingrossamento frutti- maturazione cv.precoci || ingrossamento frutti-inizio maturazione cv.precoci
Modena,2026-05-12,GIRASOLE,9,14,2-4 foglie || emergenza-2 foglie
Modena,2026-05-12,KAKI,55,61,bottone fiorale-inizio fioritura
Modena,2026-05-12,MAIS,14,18,4-8 foglie
Modena,2026-05-12,MELO,71,79,accrescimento frutti
Modena,2026-05-12,OLIVO,50,57,mignolatura
Modena,2026-05-12,PERO,71,79,ingrossamento frutti
Modena,2026-05-12,PESCO,71,79,ingrossamento frutti
Modena,2026-05-12,POMODORO_INDUSTRIA,0,71,pre trapianto-allegagione primo palco - fioritura secondo palco || pre-trapianto-allegagione primo palco fioritura secondo palco
Modena,2026-05-12,SOIA,9,13,emergenza-2/3foglie || emergenza-prime foglie
Modena,2026-05-12,SUSINO,71,79,ingrossamento frutti
Modena,2026-05-12,VITE,55,61,bottoni fiorali separati-inizio fioritura || grappoli separati – inizio bottoni fiorali separati
Modena,2026-05-19,ALBICOCCO,71,89,accrescimento-maturazione cv.precoci
Modena,2026-05-19,CILIEGIO,81,89,invaiatura- maturazione cv.precoci
Modena,2026-05-19,GIRASOLE,14,16,4-6 foglie
Modena,2026-05-19,KAKI,60,69,inizio fioritura-fioritura
Modena,2026-05-19,MAIS,16,18,6-8 foglie
Modena,2026-05-19,MELO,71,79,accrescimento frutti
Modena,2026-05-19,OLIVO,50,57,mignolatura
Modena,2026-05-19,PERO,71,79,ingrossamento frutti
Modena,2026-05-19,PESCO,71,79,inizio indurimento nocciolo- ingrossamento frutti || inizio indurimento nocciolo- ingrossamento frutti ingrossamento frutti
Modena,2026-05-19,POMODORO_INDUSTRIA,0,72,pre trapianto-allegagione secondo palco - fioritura terzo paco
Modena,2026-05-19,SOIA,11,13,prime foglie vere a 2° foglia trilobata
Modena,2026-05-19,SUSINO,71,79,ingrossamento frutti
Modena,2026-05-19,VITE,60,61,inizio fioritura
Modena,2026-05-26,ALBICOCCO,71,89,accrescimento-maturazione cv.precoci
Modena,2026-05-26,CILIEGIO,81,89,invaiatura- maturazione cv.medio precoci
Modena,2026-05-26,GIRASOLE,14,16,4-6 foglie
Modena,2026-05-26,KAKI,69,69,allegagione
Modena,2026-05-26,MAIS,16,39,8 foglie-levata || 6-8 foglie-levata
Modena,2026-05-26,MELO,71,79,accrescimento frutti
Modena,2026-05-26,OLIVO,60,69,fioritura
Modena,2026-05-26,PERO,71,79,ingrossamento frutti
Modena,2026-05-26,PESCO,71,79,indurimento nocciolo- ingrossamento frutti || inizio indurimento nocciolo- ingrossamento frutti
Modena,2026-05-26,POMODORO_INDUSTRIA,0,73,pre-trapianto – allegagione 3° palco
Modena,2026-05-26,SOIA,11,13,prime foglie vere a 2° foglia trilobata
Modena,2026-05-26,SUSINO,71,79,ingrossamento frutti
Modena,2026-05-26,VITE,60,71,fioritura -allegagione
Modena,2026-06-03,ALBICOCCO,71,89,accrescimento-maturazione
Modena,2026-06-03,CILIEGIO,81,89,maturazione
Modena,2026-06-03,KAKI,71,79,accrescimento frutti
Modena,2026-06-03,MAIS,18,39,8 foglie-levata || da 8 foglie a levata
Modena,2026-06-03,MELO,71,79,accrescimento frutti
Modena,2026-06-03,OLIVO,60,69,fioritura -allegagione
Modena,2026-06-03,PERO,71,79,ingrossamento frutti
Modena,2026-06-03,PESCO,71,79,indurimento nocciolo- ingrossamento frutti || inizio indurimento nocciolo- ingrossamento frutti
Modena,2026-06-03,POMODORO_INDUSTRIA,0,73,pre-trapianto – allegagione 3° palco
Modena,2026-06-03,SOIA,14,16,3-5° foglia trilobata
Modena,2026-06-03,SUSINO,71,79,ingrossamento frutti
Modena,2026-06-03,VITE,71,73,allegagione-mignolatura
Modena,2026-06-09,ALBICOCCO,71,89,accrescimento-maturazione
Modena,2026-06-09,CILIEGIO,81,89,maturazione
Modena,2026-06-09,KAKI,71,79,accrescimento frutti
Modena,2026-06-09,MAIS,30,59,levata-spigatura
Modena,2026-06-09,MELO,71,79,accrescimento frutti
Modena,2026-06-09,OLIVO,69,69,allegagione
Modena,2026-06-09,PERO,71,79,ingrossamento frutti
Modena,2026-06-09,PESCO,71,79,ingrossamento frutti
Modena,2026-06-09,POMODORO_INDUSTRIA,13,74,termine trapianto – allegagione 4° palco || fine trapianto – allegagione 4° palco
Modena,2026-06-09,SOIA,15,59,4-6° foglia trilobata-chiusura interfila
Modena,2026-06-09,SUSINO,71,89,ingrossamento frutti-maturazione || ingrossamento frutti-inizio maturazione
Modena,2026-06-09,VITE,77,77,pre chiusura grappolo
Modena,2026-06-16,ALBICOCCO,71,89,accrescimento-maturazione
Modena,2026-06-16,CILIEGIO,81,89,maturazione
Modena,2026-06-16,KAKI,71,79,accrescimento frutti
Modena,2026-06-16,MAIS,51,59,emissione pennacchio
Modena,2026-06-16,MELO,71,79,accrescimento frutti
Modena,2026-06-16,OLIVO,69,69,allegagione
Modena,2026-06-16,PERO,71,79,ingrossamento frutti
Modena,2026-06-16,PESCO,71,89,ingrossamento frutti-maturazione
